Source,Target,Type
1,3,undirected
1,4,undirected
1,8,undirected
1,10,undirected
1,11,undirected
1,17,undirected
1,19,undirected
1,23,undirected
1,25,undirected
1,29,undirected
1,30,undirected
1,33,undirected
1,35,undirected
1,36,undirected
1,39,undirected
1,40,undirected
1,46,undirected
1,47,undirected
1,62,undirected
1,66,undirected
1,84,undirected
1,85,undirected
1,86,undirected
1,87,undirected
1,93,undirected
1,105,undirected
1,116,undirected
1,119,undirected
1,121,undirected
1,131,undirected
1,136,undirected
1,175,undirected
1,190,undirected
1,210,undirected
1,218,undirected
1,233,undirected
1,238,undirected
1,248,undirected
1,267,undirected
1,271,undirected
1,273,undirected
1,280,undirected
1,281,undirected
1,288,undirected
1,296,undirected
1,309,undirected
1,321,undirected
1,369,undirected
1,448,undirected
1,455,undirected
1,471,undirected
1,502,undirected
1,523,undirected
1,538,undirected
1,554,undirected
1,595,undirected
1,624,undirected
1,625,undirected
1,719,undirected
1,742,undirected
1,835,undirected
1,878,undirected
1,901,undirected
1,912,undirected
1,954,undirected
1,966,undirected
1,971,undirected
2,3,undirected
2,37,undirected
2,61,undirected
2,63,undirected
2,66,undirected
2,76,undirected
2,127,undirected
2,152,undirected
2,232,undirected
2,345,undirected
2,387,undirected
2,471,undirected
2,571,undirected
2,677,undirected
2,694,undirected
2,700,undirected
2,739,undirected
2,817,undirected
2,827,undirected
2,880,undirected
3,4,undirected
3,5,undirected
3,6,undirected
3,11,undirected
3,12,undirected
3,16,undirected
3,18,undirected
3,21,undirected
3,24,undirected
3,27,undirected
3,31,undirected
3,32,undirected
3,35,undirected
3,43,undirected
3,50,undirected
3,51,undirected
3,52,undirected
3,64,undirected
3,65,undirected
3,69,undirected
3,80,undirected
3,81,undirected
3,82,undirected
3,86,undirected
3,89,undirected
3,90,undirected
3,93,undirected
3,99,undirected
3,100,undirected
3,117,undirected
3,118,undirected
3,125,undirected
3,136,undirected
3,139,undirected
3,143,undirected
3,145,undirected
3,146,undirected
3,147,undirected
3,166,undirected
3,173,undirected
3,177,undirected
3,179,undirected
3,183,undirected
3,187,undirected
3,193,undirected
3,202,undirected
3,203,undirected
3,206,undirected
3,211,undirected
3,215,undirected
3,227,undirected
3,237,undirected
3,252,undirected
3,255,undirected
3,263,undirected
3,266,undirected
3,278,undirected
3,284,undirected
3,296,undirected
3,297,undirected
3,322,undirected
3,336,undirected
3,342,undirected
3,349,undirected
3,350,undirected
3,351,undirected
3,352,undirected
3,355,undirected
3,359,undirected
3,389,undirected
3,394,undirected
3,408,undirected
3,416,undirected
3,426,undirected
3,436,undirected
3,453,undirected
3,472,undirected
3,473,undirected
3,488,undirected
3,489,undirected
3,501,undirected
3,506,undirected
3,522,undirected
3,534,undirected
3,544,undirected
3,592,undirected
3,603,undirected
3,630,undirected
3,637,undirected
3,707,undirected
3,713,undirected
3,728,undirected
3,750,undirected
3,772,undirected
3,783,undirected
3,809,undirected
3,812,undirected
3,816,undirected
3,824,undirected
3,869,undirected
3,877,undirected
3,909,undirected
3,912,undirected
3,940,undirected
3,961,undirected
3,984,undirected
3,997,undirected
4,5,undirected
4,12,undirected
4,37,undirected
4,50,undirected
4,112,undirected
4,116,undirected
4,137,undirected
4,163,undirected
4,172,undirected
4,178,undirected
4,198,undirected
4,213,undirected
4,224,undirected
4,225,undirected
4,249,undirected
4,289,undirected
4,304,undirected
4,328,undirected
4,344,undirected
4,347,undirected
4,482,undirected
4,498,undirected
4,508,undirected
4,548,undirected
4,565,undirected
4,671,undirected
4,689,undirected
4,720,undirected
4,918,undirected
4,972,undirected
4,990,undirected
5,8,undirected
5,11,undirected
5,16,undirected
5,19,undirected
5,22,undirected
5,29,undirected
5,36,undirected
5,41,undirected
5,47,undirected
5,59,undirected
5,64,undirected
5,120,undirected
5,121,undirected
5,130,undirected
5,144,undirected
5,145,undirected
5,157,undirected
5,204,undirected
5,248,undirected
5,279,undirected
5,357,undirected
5,450,undirected
5,472,undirected
5,574,undirected
5,601,undirected
5,702,undirected
5,723,undirected
5,741,undirected
5,747,undirected
5,768,undirected
5,774,undirected
5,815,undirected
5,851,undirected
5,855,undirected
5,866,undirected
5,934,undirected
5,948,undirected
5,968,undirected
5,969,undirected
5,978,undirected
6,9,undirected
6,13,undirected
6,14,undirected
6,15,undirected
6,25,undirected
6,27,undirected
6,38,undirected
6,52,undirected
6,53,undirected
6,57,undirected
6,63,undirected
6,67,undirected
6,69,undirected
6,72,undirected
6,87,undirected
6,97,undirected
6,98,undirected
6,104,undirected
6,108,undirected
6,125,undirected
6,129,undirected
6,171,undirected
6,189,undirected
6,192,undirected
6,205,undirected
6,206,undirected
6,217,undirected
6,290,undirected
6,294,undirected
6,303,undirected
6,306,undirected
6,346,undirected
6,395,undirected
6,413,undirected
6,414,undirected
6,440,undirected
6,468,undirected
6,512,undirected
6,526,undirected
6,541,undirected
6,551,undirected
6,562,undirected
6,595,undirected
6,602,undirected
6,627,undirected
6,631,undirected
6,681,undirected
6,694,undirected
6,724,undirected
6,734,undirected
6,818,undirected
6,921,undirected
6,932,undirected
6,959,undirected
6,993,undirected
6,996,undirected
7,9,undirected
7,21,undirected
7,39,undirected
7,72,undirected
7,125,undirected
7,129,undirected
7,147,undirected
7,200,undirected
7,264,undirected
7,314,undirected
7,599,undirected
7,664,undirected
7,730,undirected
7,997,undirected
8,18,undirected
8,24,undirected
8,25,undirected
8,94,undirected
8,97,undirected
8,186,undirected
8,187,undirected
8,194,undirected
8,213,undirected
8,246,undirected
8,265,undirected
8,539,undirected
8,685,undirected
8,990,undirected
9,10,undirected
9,12,undirected
9,28,undirected
9,70,undirected
9,87,undirected
9,91,undirected
9,102,undirected
9,159,undirected
9,196,undirected
9,273,undirected
9,282,undirected
9,393,undirected
9,423,undirected
9,827,undirected
9,910,undirected
9,945,undirected
10,13,undirected
10,53,undirected
10,158,undirected
10,168,undirected
10,169,undirected
10,179,undirected
10,204,undirected
10,246,undirected
10,285,undirected
10,287,undirected
10,408,undirected
10,464,undirected
10,475,undirected
10,484,undirected
10,550,undirected
10,551,undirected
10,651,undirected
10,785,undirected
10,790,undirected
10,840,undirected
10,929,undirected
10,960,undirected
10,964,undirected
11,31,undirected
11,41,undirected
11,44,undirected
11,49,undirected
11,54,undirected
11,56,undirected
11,71,undirected
11,221,undirected
11,249,undirected
11,372,undirected
11,377,undirected
11,382,undirected
11,421,undirected
11,492,undirected
11,559,undirected
11,574,undirected
11,667,undirected
11,701,undirected
11,759,undirected
11,952,undirected
12,14,undirected
12,31,undirected
12,32,undirected
12,111,undirected
12,114,undirected
12,131,undirected
12,157,undirected
12,170,undirected
12,174,undirected
12,205,undirected
12,220,undirected
12,258,undirected
12,278,undirected
12,293,undirected
12,333,undirected
12,367,undirected
12,415,undirected
12,424,undirected
12,476,undirected
12,504,undirected
12,541,undirected
12,556,undirected
12,669,undirected
12,699,undirected
12,761,undirected
12,766,undirected
12,870,undirected
13,18,undirected
13,26,undirected
13,34,undirected
13,163,undirected
13,302,undirected
