Source,Target,Type
1,2,undirected
1,3,undirected
1,5,undirected
1,9,undirected
1,12,undirected
1,14,undirected
1,24,undirected
1,27,undirected
1,35,undirected
1,39,undirected
1,41,undirected
1,49,undirected
1,55,undirected
1,58,undirected
1,61,undirected
1,62,undirected
1,63,undirected
1,64,undirected
1,69,undirected
1,75,undirected
1,99,undirected
1,108,undirected
1,118,undirected
1,124,undirected
1,150,undirected
1,159,undirected
1,160,undirected
1,166,undirected
1,193,undirected
1,214,undirected
1,222,undirected
1,244,undirected
1,271,undirected
1,275,undirected
1,276,undirected
1,292,undirected
1,307,undirected
1,323,undirected
1,330,undirected
1,379,undirected
1,381,undirected
1,385,undirected
1,388,undirected
1,417,undirected
1,419,undirected
1,441,undirected
1,443,undirected
1,455,undirected
1,465,undirected
1,481,undirected
1,495,undirected
1,499,undirected
2,3,undirected
2,4,undirected
2,16,undirected
2,24,undirected
2,25,undirected
2,29,undirected
2,38,undirected
2,41,undirected
2,44,undirected
2,55,undirected
2,63,undirected
2,71,undirected
2,83,undirected
2,87,undirected
2,98,undirected
2,127,undirected
2,131,undirected
2,136,undirected
2,140,undirected
2,145,undirected
2,205,undirected
2,236,undirected
2,239,undirected
2,265,undirected
2,281,undirected
2,299,undirected
2,318,undirected
2,319,undirected
2,338,undirected
2,358,undirected
2,411,undirected
2,464,undirected
2,471,undirected
2,489,undirected
3,6,undirected
3,18,undirected
3,19,undirected
3,22,undirected
3,34,undirected
3,37,undirected
3,47,undirected
3,54,undirected
3,56,undirected
3,80,undirected
3,120,undirected
3,124,undirected
3,128,undirected
3,129,undirected
3,142,undirected
3,145,undirected
3,149,undirected
3,160,undirected
3,162,undirected
3,170,undirected
3,184,undirected
3,194,undirected
3,217,undirected
3,222,undirected
3,226,undirected
3,237,undirected
3,242,undirected
3,243,undirected
3,257,undirected
3,259,undirected
3,263,undirected
3,296,undirected
3,303,undirected
3,348,undirected
3,362,undirected
3,378,undirected
3,404,undirected
3,432,undirected
3,455,undirected
3,457,undirected
3,473,undirected
3,493,undirected
4,29,undirected
4,41,undirected
4,48,undirected
4,56,undirected
4,63,undirected
4,84,undirected
4,87,undirected
4,94,undirected
4,100,undirected
4,103,undirected
4,144,undirected
4,187,undirected
4,190,undirected
4,205,undirected
4,218,undirected
4,255,undirected
4,341,undirected
4,447,undirected
5,7,undirected
5,11,undirected
5,44,undirected
5,47,undirected
5,49,undirected
5,61,undirected
5,64,undirected
5,70,undirected
5,86,undirected
5,92,undirected
5,97,undirected
5,113,undirected
5,119,undirected
5,135,undirected
5,138,undirected
5,155,undirected
5,160,undirected
5,169,undirected
5,174,undirected
5,176,undirected
5,180,undirected
5,212,undirected
5,236,undirected
5,241,undirected
5,250,undirected
5,270,undirected
5,292,undirected
5,345,undirected
5,392,undirected
5,395,undirected
5,399,undirected
5,411,undirected
5,427,undirected
5,440,undirected
5,454,undirected
5,457,undirected
5,462,undirected
5,483,undirected
5,491,undirected
6,11,undirected
6,13,undirected
6,14,undirected
6,24,undirected
6,28,undirected
6,29,undirected
6,77,undirected
6,81,undirected
6,91,undirected
6,131,undirected
6,163,undirected
6,169,undirected
6,260,undirected
6,280,undirected
6,356,undirected
6,389,undirected
6,400,undirected
7,121,undirected
8,11,undirected
8,20,undirected
8,25,undirected
8,33,undirected
8,39,undirected
8,53,undirected
8,138,undirected
8,179,undirected
8,182,undirected
8,265,undirected
9,39,undirected
9,76,undirected
9,82,undirected
9,114,undirected
9,132,undirected
9,138,undirected
9,162,undirected
9,206,undirected
